"Dia","Mes","Ano","Estado","Comunidad","Sitio","Latitud","Longitud","Habitat","Zona","TipoProteccion","ANP","BuzoMonitor","HoraInicial","ProfundidadInicial","ProfundidadFinal","Temperatura","Visibilidad","Corriente","Transecto","Genero","Especie","GeneroEspecie","Sexo","Talla","ClaseTalla","Abundancia","RC"
1,4,2000,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Gonzalo Banda","13:40",11,9.4,26,5,NA,2,"Scarus","coeruleus","Scarus coeruleus",NA,45,NA,14,"Reserva - Control"
1,4,2000,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Gonzalo Banda","13:40",11,9.4,26,5,NA,2,"Scarus","coeruleus","Scarus coeruleus",NA,54,NA,17,"Reserva - Control"
1,4,2000,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Gonzalo Banda","13:40",11,9.4,26,5,NA,2,"Scarus","coeruleus","Scarus coeruleus",NA,58,NA,13,"Reserva - Control"
1,4,2000,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Gonzalo Banda","13:40",11,9.4,26,5,NA,2,"Scarus","coeruleus","Scarus coeruleus",NA,64,NA,7,"Reserva - Control"
1,4,2000,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Gonzalo Banda","13:40",11,9.4,26,5,NA,2,"Scarus","coeruleus","Scarus coeruleus",NA,69,NA,14,"Reserva - Control"
1,4,2000,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Gonzalo Banda","13:40",11,9.4,26,5,NA,2,"Sparisoma","viride","Sparisoma viride",NA,31,NA,15,"Reserva - Control"
1,4,2000,NA,"Las Positas","Cerro prieto",NA,NA,NA,"Reserva",NA,NA,"Gonzalo Banda","13:40",11,9.4,26,5,NA,2,"Sparisoma","viride","Sparisoma viride",NA,34,NA,10,"Reserva - Control"
1,4,2000,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Caio Faro","10:20",22,20.7,27,5,NA,4,"Sparisoma","viride","Sparisoma viride",NA,25,NA,12,"Reserva - Control"
1,4,2000,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Caio Faro","10:20",22,20.7,27,5,NA,4,"Sparisoma","viride","Sparisoma viride",NA,28,NA,11,"Reserva - Control"
1,4,2000,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Caio Faro","10:20",22,20.7,27,5,NA,4,"Sparisoma","viride","Sparisoma viride",NA,33,NA,17,"Reserva - Control"
1,4,2000,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Caio Faro","10:20",22,20.7,27,5,NA,4,"Sparisoma","viride","Sparisoma viride",NA,38,NA,7,"Reserva - Control"
1,4,2000,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Ignacia Rivera","14:45",6,5.1,26,11,NA,12,"Cirrhitus","rivulatus","Cirrhitus rivulatus",NA,25,NA,12,"Reserva - Control"
1,4,2000,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Ignacia Rivera","14:45",6,5.1,26,11,NA,12,"Cirrhitus","rivulatus","Cirrhitus rivulatus",NA,27,NA,8,"Reserva - Control"
1,4,2000,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Ignacia Rivera","14:45",6,5.1,26,11,NA,12,"Cirrhitus","rivulatus","Cirrhitus rivulatus",NA,33,NA,15,"Reserva - Control"
1,4,2000,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Ignacia Rivera","14:45",6,5.1,26,11,NA,12,"Hoplopagrus","guentherii","Hoplopagrus guentherii",NA,38,NA,10,"Reserva - Control"
1,4,2000,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Ignacia Rivera","14:45",6,5.1,26,11,NA,12,"Hoplopagrus","guentherii","Hoplopagrus guentherii",NA,47,NA,8,"Reserva - Control"
1,4,2000,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Ignacia Rivera","14:45",6,5.1,26,11,NA,12,"Hoplopagrus","guentherii","Hoplopagrus guentherii",NA,55,NA,14,"Reserva - Control"
1,4,2000,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Ignacia Rivera","14:45",6,5.1,26,11,NA,12,"Mugil","curema","Mugil curema",NA,36,NA,10,"Reserva - Control"
1,4,2000,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Ignacia Rivera","14:45",6,5.1,26,11,NA,12,"Mugil","curema","Mugil curema",NA,37,NA,15,"Reserva - Control"
1,4,2000,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Ignacia Rivera","14:45",6,5.1,26,11,NA,12,"Mugil","curema","Mugil curema",NA,43,NA,11,"Reserva - Control"
1,4,2000,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Ignacia Rivera","14:45",6,5.1,26,11,NA,12,"Mugil","curema","Mugil curema",NA,50,NA,12,"Reserva - Control"
1,4,2000,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Ignacia Rivera","14:45",6,5.1,26,11,NA,12,"Mugil","curema","Mugil curema",NA,56,NA,17,"Reserva - Control"
1,4,2000,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Ignacia Rivera","14:45",6,5.1,26,11,NA,12,"Muraena","lentiginosa","Muraena lentiginosa",NA,22,NA,11,"Reserva - Control"
1,4,2000,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Ignacia Rivera","14:45",6,5.1,26,11,NA,12,"Muraena","lentiginosa","Muraena lentiginosa",NA,25,NA,5,"Reserva - Control"
1,4,2000,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Ignacia Rivera","14:45",6,5.1,26,11,NA,12,"Muraena","lentiginosa","Muraena lentiginosa",NA,26,NA,10,"Reserva - Control"
1,4,2000,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Ignacia Rivera","14:45",6,5.1,26,11,NA,12,"Muraena","lentiginosa","Muraena lentiginosa",NA,30,NA,12,"Reserva - Control"
1,4,2000,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Ignacia Rivera","14:45",6,5.1,26,11,NA,12,"Muraena","lentiginosa","Muraena lentiginosa",NA,32,NA,11,"Reserva - Control"
1,4,2000,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Ignacia Rivera","14:45",6,5.1,26,11,NA,12,"Mycteroperca","rosacea","Mycteroperca rosacea",NA,27,NA,6,"Reserva - Control"
1,4,2000,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Ignacia Rivera","14:45",6,5.1,26,11,NA,12,"Mycteroperca","rosacea","Mycteroperca rosacea",NA,38,NA,11,"Reserva - Control"
1,4,2000,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Ignacia Rivera","14:45",6,5.1,26,11,NA,12,"Mycteroperca","rosacea","Mycteroperca rosacea",NA,43,NA,12,"Reserva - Control"
1,4,2000,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Ignacia Rivera","14:45",6,5.1,26,11,NA,12,"Sparisoma","viride","Sparisoma viride",NA,27,NA,7,"Reserva - Control"
1,4,2000,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Ignacia Rivera","14:45",6,5.1,26,11,NA,12,"Sparisoma","viride","Sparisoma viride",NA,29,NA,13,"Reserva - Control"
1,4,2000,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Ignacia Rivera","14:45",6,5.1,26,11,NA,12,"Sparisoma","viride","Sparisoma viride",NA,31,NA,11,"Reserva - Control"
1,4,2000,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Ignacia Rivera","14:45",6,5.1,26,11,NA,12,"Sparisoma","viride","Sparisoma viride",NA,35,NA,21,"Reserva - Control"
1,4,2000,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Ignacia Rivera","14:45",6,5.1,26,11,NA,12,"Sphoeroides","lobatus","Sphoeroides lobatus",NA,14,NA,26,"Reserva - Control"
1,4,2000,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Ignacia Rivera","14:45",6,5.1,26,11,NA,12,"Trachinotus","rhodopus","Trachinotus rhodopus",NA,31,NA,10,"Reserva - Control"
1,4,2000,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",7,7.7,25,3,NA,3,"Haemulon","sexfasciatum","Haemulon sexfasciatum",NA,30,NA,11,"Reserva - Control"
1,4,2000,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",7,7.7,25,3,NA,3,"Haemulon","sexfasciatum","Haemulon sexfasciatum",NA,37,NA,16,"Reserva - Control"
1,4,2000,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",7,7.7,25,3,NA,3,"Haemulon","sexfasciatum","Haemulon sexfasciatum",NA,38,NA,19,"Reserva - Control"
1,4,2000,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",7,7.7,25,3,NA,3,"Haemulon","sexfasciatum","Haemulon sexfasciatum",NA,43,NA,12,"Reserva - Control"
1,4,2000,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",7,7.7,25,3,NA,3,"Haemulon","sexfasciatum","Haemulon sexfasciatum",NA,44,NA,11,"Reserva - Control"
1,4,2000,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",7,7.7,25,3,NA,3,"Muraena","lentiginosa","Muraena lentiginosa",NA,23,NA,17,"Reserva - Control"
1,4,2000,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",7,7.7,25,3,NA,3,"Muraena","lentiginosa","Muraena lentiginosa",NA,29,NA,14,"Reserva - Control"
1,4,2000,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",7,7.7,25,3,NA,3,"Muraena","lentiginosa","Muraena lentiginosa",NA,31,NA,15,"Reserva - Control"
1,4,2000,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",7,7.7,25,3,NA,3,"Ocyurus","chrysurus","Ocyurus chrysurus",NA,35,NA,11,"Reserva - Control"
1,4,2000,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",7,7.7,25,3,NA,3,"Ocyurus","chrysurus","Ocyurus chrysurus",NA,36,NA,12,"Reserva - Control"
1,4,2000,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",7,7.7,25,3,NA,3,"Ocyurus","chrysurus","Ocyurus chrysurus",NA,38,NA,10,"Reserva - Control"
1,4,2000,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",7,7.7,25,3,NA,3,"Ocyurus","chrysurus","Ocyurus chrysurus",NA,41,NA,10,"Reserva - Control"
1,4,2000,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",7,7.7,25,3,NA,3,"Ocyurus","chrysurus","Ocyurus chrysurus",NA,51,NA,11,"Reserva - Control"
1,4,2000,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",7,7.7,25,3,NA,3,"Sparisoma","viride","Sparisoma viride",NA,18,NA,11,"Reserva - Control"
1,4,2000,NA,"Las Positas","Las cruces",NA,NA,NA,"Reserva",NA,NA,"Wagner Quiros","10:20",7,7.7,25,3,NA,3,"Sparisoma","viride","Sparisoma viride",NA,37,NA,14,"Reserva - Control"
1,4,2000,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Camila Vargas","12:15",18,18.3,27,7,NA,9,"Bodianus","diplotaenia","Bodianus diplotaenia",NA,40,NA,13,"Reserva - Control"
1,4,2000,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Camila Vargas","12:15",18,18.3,27,7,NA,9,"Bodianus","diplotaenia","Bodianus diplotaenia",NA,45,NA,14,"Reserva - Control"
1,4,2000,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Camila Vargas","12:15",18,18.3,27,7,NA,9,"Haemulon","sexfasciatum","Haemulon sexfasciatum",NA,31,NA,19,"Reserva - Control"
1,4,2000,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Camila Vargas","12:15",18,18.3,27,7,NA,9,"Haemulon","sexfasciatum","Haemulon sexfasciatum",NA,32,NA,11,"Reserva - Control"
1,4,2000,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Camila Vargas","12:15",18,18.3,27,7,NA,9,"Haemulon","sexfasciatum","Haemulon sexfasciatum",NA,33,NA,6,"Reserva - Control"
1,4,2000,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Camila Vargas","12:15",18,18.3,27,7,NA,9,"Haemulon","sexfasciatum","Haemulon sexfasciatum",NA,40,NA,13,"Reserva - Control"
1,4,2000,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Camila Vargas","12:15",18,18.3,27,7,NA,9,"Haemulon","sexfasciatum","Haemulon sexfasciatum",NA,41,NA,19,"Reserva - Control"
1,4,2000,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Camila Vargas","12:15",18,18.3,27,7,NA,9,"Mycteroperca","rosacea","Mycteroperca rosacea",NA,45,NA,15,"Reserva - Control"
1,4,2000,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Camila Vargas","12:15",18,18.3,27,7,NA,9,"Mycteroperca","rosacea","Mycteroperca rosacea",NA,48,NA,13,"Reserva - Control"
1,4,2000,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Camila Vargas","12:15",18,18.3,27,7,NA,9,"Mycteroperca","rosacea","Mycteroperca rosacea",NA,52,NA,8,"Reserva - Control"
1,4,2000,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Camila Vargas","12:15",18,18.3,27,7,NA,9,"Mycteroperca","rosacea","Mycteroperca rosacea",NA,53,NA,9,"Reserva - Control"
1,4,2000,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Camila Vargas","12:15",18,18.3,27,7,NA,9,"Mycteroperca","rosacea","Mycteroperca rosacea",NA,56,NA,10,"Reserva - Control"
1,4,2000,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Camila Vargas","12:15",18,18.3,27,7,NA,9,"Pseudobalistes","naufragium","Pseudobalistes naufragium",NA,57,NA,18,"Reserva - Control"
1,4,2000,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Catalina Milagros","15:20",25,23.9,26,5,NA,2,"Cirrhitus","rivulatus","Cirrhitus rivulatus",NA,32,NA,8,"Reserva - Control"
1,4,2000,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Catalina Milagros","15:20",25,23.9,26,5,NA,2,"Epinephelus","guttatus","Epinephelus guttatus",NA,37,NA,8,"Reserva - Control"
1,4,2000,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Catalina Milagros","15:20",25,23.9,26,5,NA,2,"Haemulon","sexfasciatum","Haemulon sexfasciatum",NA,35,NA,15,"Reserva - Control"
1,4,2000,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Catalina Milagros","15:20",25,23.9,26,5,NA,2,"Hoplopagrus","guentherii","Hoplopagrus guentherii",NA,34,NA,12,"Reserva - Control"
1,4,2000,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Catalina Milagros","15:20",25,23.9,26,5,NA,2,"Hoplopagrus","guentherii","Hoplopagrus guentherii",NA,43,NA,13,"Reserva - Control"
1,4,2000,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Catalina Milagros","15:20",25,23.9,26,5,NA,2,"Hoplopagrus","guentherii","Hoplopagrus guentherii",NA,46,NA,10,"Reserva - Control"
1,4,2000,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Catalina Milagros","15:20",25,23.9,26,5,NA,2,"Mugil","curema","Mugil curema",NA,42,NA,7,"Reserva - Control"
1,4,2000,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Catalina Milagros","15:20",25,23.9,26,5,NA,2,"Mugil","curema","Mugil curema",NA,47,NA,11,"Reserva - Control"
1,4,2000,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Catalina Milagros","15:20",25,23.9,26,5,NA,2,"Muraena","lentiginosa","Muraena lentiginosa",NA,25,NA,17,"Reserva - Control"
1,4,2000,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Catalina Milagros","15:20",25,23.9,26,5,NA,2,"Muraena","lentiginosa","Muraena lentiginosa",NA,27,NA,8,"Reserva - Control"
1,4,2000,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Catalina Milagros","15:20",25,23.9,26,5,NA,2,"Muraena","lentiginosa","Muraena lentiginosa",NA,35,NA,15,"Reserva - Control"
1,4,2000,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Catalina Milagros","15:20",25,23.9,26,5,NA,2,"Muraena","lentiginosa","Muraena lentiginosa",NA,36,NA,20,"Reserva - Control"
1,4,2000,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Catalina Milagros","15:20",25,23.9,26,5,NA,2,"Pseudobalistes","naufragium","Pseudobalistes naufragium",NA,46,NA,12,"Reserva - Control"
1,4,2000,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Catalina Milagros","15:20",25,23.9,26,5,NA,2,"Pseudobalistes","naufragium","Pseudobalistes naufragium",NA,50,NA,21,"Reserva - Control"
1,4,2000,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Catalina Milagros","15:20",25,23.9,26,5,NA,2,"Pseudobalistes","naufragium","Pseudobalistes naufragium",NA,52,NA,13,"Reserva - Control"
1,4,2000,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Catalina Milagros","15:20",25,23.9,26,5,NA,2,"Pseudobalistes","naufragium","Pseudobalistes naufragium",NA,63,NA,14,"Reserva - Control"
1,4,2000,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Catalina Milagros","15:20",25,23.9,26,5,NA,2,"Scarus","coeruleus","Scarus coeruleus",NA,58,NA,27,"Reserva - Control"
1,4,2000,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Catalina Milagros","15:20",25,23.9,26,5,NA,2,"Scarus","coeruleus","Scarus coeruleus",NA,62,NA,10,"Reserva - Control"
1,4,2000,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Catalina Milagros","6:50",6,7.3,25,12,NA,7,"Trachinotus","rhodopus","Trachinotus rhodopus",NA,30,NA,13,"Reserva - Control"
1,4,2000,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Denise Garcia","6:50",10,11.3,25,12,NA,5,"Cirrhitus","rivulatus","Cirrhitus rivulatus",NA,23,NA,12,"Reserva - Control"
1,4,2000,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Denise Garcia","6:50",10,11.3,25,12,NA,5,"Cirrhitus","rivulatus","Cirrhitus rivulatus",NA,25,NA,4,"Reserva - Control"
1,4,2000,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Denise Garcia","6:50",10,11.3,25,12,NA,5,"Cirrhitus","rivulatus","Cirrhitus rivulatus",NA,32,NA,10,"Reserva - Control"
1,4,2000,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Denise Garcia","6:50",10,11.3,25,12,NA,5,"Cirrhitus","rivulatus","Cirrhitus rivulatus",NA,37,NA,13,"Reserva - Control"
1,4,2000,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Denise Garcia","6:50",10,11.3,25,12,NA,5,"Haemulon","sciurus","Haemulon sciurus",NA,26,NA,19,"Reserva - Control"
1,4,2000,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Denise Garcia","6:50",10,11.3,25,12,NA,5,"Haemulon","sciurus","Haemulon sciurus",NA,29,NA,11,"Reserva - Control"
1,4,2000,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Denise Garcia","6:50",10,11.3,25,12,NA,5,"Haemulon","sexfasciatum","Haemulon sexfasciatum",NA,34,NA,9,"Reserva - Control"
1,4,2000,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Denise Garcia","6:50",10,11.3,25,12,NA,5,"Haemulon","sexfasciatum","Haemulon sexfasciatum",NA,37,NA,14,"Reserva - Control"
1,4,2000,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Denise Garcia","6:50",10,11.3,25,12,NA,5,"Mugil","curema","Mugil curema",NA,31,NA,12,"Reserva - Control"
1,4,2000,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Denise Garcia","6:50",10,11.3,25,12,NA,5,"Mugil","curema","Mugil curema",NA,47,NA,15,"Reserva - Control"
1,4,2000,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Denise Garcia","6:50",10,11.3,25,12,NA,5,"Mugil","curema","Mugil curema",NA,51,NA,19,"Reserva - Control"
1,4,2000,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Denise Garcia","6:50",10,11.3,25,12,NA,5,"Mugil","curema","Mugil curema",NA,55,NA,13,"Reserva - Control"
1,4,2000,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Denise Garcia","6:50",10,11.3,25,12,NA,5,"Mycteroperca","rosacea","Mycteroperca rosacea",NA,40,NA,21,"Reserva - Control"
1,4,2000,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Denise Garcia","6:50",10,11.3,25,12,NA,5,"Ocyurus","chrysurus","Ocyurus chrysurus",NA,44,NA,21,"Reserva - Control"
1,4,2000,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Denise Garcia","6:50",10,11.3,25,12,NA,5,"Ocyurus","chrysurus","Ocyurus chrysurus",NA,48,NA,26,"Reserva - Control"
1,4,2000,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Denise Garcia","6:50",10,11.3,25,12,NA,5,"Ocyurus","chrysurus","Ocyurus chrysurus",NA,51,NA,13,"Reserva - Control"
1,4,2000,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Denise Garcia","6:50",10,11.3,25,12,NA,5,"Pseudobalistes","naufragium","Pseudobalistes naufragium",NA,35,NA,6,"Reserva - Control"
1,4,2000,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Denise Garcia","6:50",10,11.3,25,12,NA,5,"Pseudobalistes","naufragium","Pseudobalistes naufragium",NA,37,NA,13,"Reserva - Control"
1,4,2000,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Denise Garcia","6:50",10,11.3,25,12,NA,5,"Pseudobalistes","naufragium","Pseudobalistes naufragium",NA,42,NA,13,"Reserva - Control"
1,4,2000,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Denise Garcia","6:50",10,11.3,25,12,NA,5,"Pseudobalistes","naufragium","Pseudobalistes naufragium",NA,56,NA,12,"Reserva - Control"
1,4,2000,NA,"Las Positas","Popotla",NA,NA,NA,"Control",NA,NA,"Denise Garcia","6:50",10,11.3,25,12,NA,5,"Trachinotus","rhodopus","Trachinotus rhodopus",NA,36,NA,11,"Reserva - Control"
1,4,2001,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Diana Flores","13:40",19,18.3,26,5,NA,6,"Bodianus","diplotaenia","Bodianus diplotaenia",NA,36,NA,6,"Reserva - Control"
1,4,2001,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Diana Flores","13:40",19,18.3,26,5,NA,6,"Bodianus","diplotaenia","Bodianus diplotaenia",NA,37,NA,12,"Reserva - Control"
1,4,2001,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Diana Flores","13:40",19,18.3,26,5,NA,6,"Haemulon","sexfasciatum","Haemulon sexfasciatum",NA,42,NA,7,"Reserva - Control"
1,4,2001,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Diana Flores","13:40",19,18.3,26,5,NA,6,"Haemulon","sexfasciatum","Haemulon sexfasciatum",NA,45,NA,22,"Reserva - Control"
1,4,2001,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Diana Flores","13:40",19,18.3,26,5,NA,6,"Hoplopagrus","guentherii","Hoplopagrus guentherii",NA,49,NA,12,"Reserva - Control"
1,4,2001,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Diana Flores","13:40",19,18.3,26,5,NA,6,"Hoplopagrus","guentherii","Hoplopagrus guentherii",NA,68,NA,13,"Reserva - Control"
1,4,2001,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Diana Flores","13:40",19,18.3,26,5,NA,6,"Mycteroperca","rosacea","Mycteroperca rosacea",NA,31,NA,15,"Reserva - Control"
1,4,2001,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Diana Flores","13:40",19,18.3,26,5,NA,6,"Mycteroperca","rosacea","Mycteroperca rosacea",NA,36,NA,12,"Reserva - Control"
1,4,2001,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Diana Flores","13:40",19,18.3,26,5,NA,6,"Mycteroperca","rosacea","Mycteroperca rosacea",NA,39,NA,13,"Reserva - Control"
1,4,2001,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Diana Flores","13:40",19,18.3,26,5,NA,6,"Ocyurus","chrysurus","Ocyurus chrysurus",NA,50,NA,15,"Reserva - Control"
1,4,2001,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Diana Flores","13:40",19,18.3,26,5,NA,6,"Pseudobalistes","naufragium","Pseudobalistes naufragium",NA,38,NA,12,"Reserva - Control"
1,4,2001,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Diana Flores","13:40",19,18.3,26,5,NA,6,"Pseudobalistes","naufragium","Pseudobalistes naufragium",NA,47,NA,10,"Reserva - Control"
1,4,2001,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Diana Flores","13:40",19,18.3,26,5,NA,6,"Pseudobalistes","naufragium","Pseudobalistes naufragium",NA,49,NA,11,"Reserva - Control"
1,4,2001,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Diana Flores","13:40",19,18.3,26,5,NA,6,"Pseudobalistes","naufragium","Pseudobalistes naufragium",NA,58,NA,16,"Reserva - Control"
1,4,2001,NA,"Las Positas","Calencho",NA,NA,NA,"Control",NA,NA,"Diana Flores","13:40",19,18.3,26,5,NA,6,"Pseudobalistes","naufragium","Pseudobalistes naufragium",NA,68,NA,13,"Reserva - Control"
